Date_Pulled,Date,South_Demand_level,OPAL_Price,OPAL_Price_Level,South_price_level,Central_Demand_level,Hilton_Price,Hilton_Price_Level,Central_price_level,Central_Flight_level_,South_META_Search_Level,Central_META_Search_Level,South_GDS_Search_Level,Central_GDS_Search_Level,South_Unavailable_Hotels,Central_Unavailable_Hotels,South_Demand_level2,South_price_level3,Central_Demand_level4,Central_price_level5,South_META_Search_Level2,Central_META_Search_Level3,South_GDS_Search_Level2,Central_GDS_Search_Level3,SOUTH_Search_Level,CENTRAL_Search_Level,_Demand_level,price_level,Central_Flight_level_6,META_Search_Demand_Level,Unavailable_Hotels,Overall_Search_Demand_Level,_file_name,"_file_date DATE,",_processed_timestamp,_date_updated
10/24/2022,03/08/2023,,,,,,,,,,Normal,Lower,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,1,2,3,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,3.5,,,,
10/24/2022,03/09/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,1,2,3,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,3.5,,,,
10/24/2022,03/10/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,1,2,3,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,3.5,,,,
10/24/2022,03/11/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,3,2,5,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4.5,,,,
10/24/2022,03/12/2023,,,,,,,,,,Normal,Higher,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,3,2,5,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4.5,,,,
10/24/2022,03/13/2023,,,,,,,,,,Higher,Higher,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,03/14/2023,,,,,,,,,,Higher,Higher,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,1,1,2,1,3,2,#N/A,#N/A,#N/A,1.0,#DIV/0!,2.5,,,,
10/24/2022,03/15/2023,,,,,,,,,,Normal,Higher,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,1,2,2,2,3,4,#N/A,#N/A,#N/A,1.5,#DIV/0!,3.5,,,,
10/24/2022,03/16/2023,,,,,,,,,,Normal,Higher,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,03/17/2023,,,,,,,,,,Normal,Higher,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,1,3,2,6,3,#N/A,#N/A,#N/A,2.0,#DIV/0!,4.5,,,,
10/24/2022,03/18/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,03/19/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,1,2,3,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,3.5,,,,
10/24/2022,03/20/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,3,2,2,5,5,#N/A,#N/A,#N/A,3.0,#DIV/0!,5,,,,
10/24/2022,03/21/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,3,2,2,5,5,#N/A,#N/A,#N/A,3.0,#DIV/0!,5,,,,
10/24/2022,03/22/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,3,2,2,5,5,#N/A,#N/A,#N/A,3.0,#DIV/0!,5,,,,
10/24/2022,03/23/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,3,3,2,6,5,#N/A,#N/A,#N/A,3.0,#DIV/0!,5.5,,,,
10/24/2022,03/24/2023,,,,,,,,,,Lower,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,3,3,2,6,5,#N/A,#N/A,#N/A,3.0,#DIV/0!,5.5,,,,
10/24/2022,03/25/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,3,3,2,6,5,#N/A,#N/A,#N/A,3.0,#DIV/0!,5.5,,,,
10/24/2022,03/26/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,3,2,2,5,5,#N/A,#N/A,#N/A,3.0,#DIV/0!,5,,,,
10/24/2022,03/27/2023,,,,,,,,,,Normal,Lower,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,3,2,2,4,5,#N/A,#N/A,#N/A,2.5,#DIV/0!,4.5,,,,
10/24/2022,03/28/2023,,,,,,,,,,Normal,Lower,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,3,2,3,4,6,#N/A,#N/A,#N/A,2.5,#DIV/0!,5,,,,
10/24/2022,03/29/2023,,,,,,,,,,Normal,Lower,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,03/30/2023,,,,,,,,,,Normal,Lower,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,03/31/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,1,2,3,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,3.5,,,,
10/24/2022,04/01/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,1,2,2,4,3,#N/A,#N/A,#N/A,1.5,#DIV/0!,3.5,,,,
10/24/2022,04/02/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/03/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/04/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,3,2,5,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4.5,,,,
10/24/2022,04/05/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,1,2,2,4,3,#N/A,#N/A,#N/A,1.5,#DIV/0!,3.5,,,,
10/24/2022,04/06/2023,,,,,,,,,,Normal,Higher,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,1,2,2,4,3,#N/A,#N/A,#N/A,1.5,#DIV/0!,3.5,,,,
10/24/2022,04/07/2023,,,,,,,,,,Higher,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,1,2,2,4,3,#N/A,#N/A,#N/A,1.5,#DIV/0!,3.5,,,,
10/24/2022,04/08/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/09/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,1,2,2,4,3,#N/A,#N/A,#N/A,1.5,#DIV/0!,3.5,,,,
10/24/2022,04/10/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/11/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,1,2,2,2,3,4,#N/A,#N/A,#N/A,1.5,#DIV/0!,3.5,,,,
10/24/2022,04/12/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,2,2,2,5,4,#N/A,#N/A,#N/A,2.5,#DIV/0!,4.5,,,,
10/24/2022,04/13/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,2,2,2,5,4,#N/A,#N/A,#N/A,2.5,#DIV/0!,4.5,,,,
10/24/2022,04/14/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,3,4,5,#N/A,#N/A,#N/A,2.0,#DIV/0!,4.5,,,,
10/24/2022,04/15/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/16/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,3,2,2,4,5,#N/A,#N/A,#N/A,2.5,#DIV/0!,4.5,,,,
10/24/2022,04/17/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,3,2,2,2,5,4,#N/A,#N/A,#N/A,2.5,#DIV/0!,4.5,,,,
10/24/2022,04/18/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,3,2,2,4,5,#N/A,#N/A,#N/A,2.5,#DIV/0!,4.5,,,,
10/24/2022,04/19/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/20/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,1,2,2,2,3,4,#N/A,#N/A,#N/A,1.5,#DIV/0!,3.5,,,,
10/24/2022,04/21/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/22/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/23/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/24/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/25/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/26/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/27/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/28/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/29/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/24/2022,04/30/2023,,,,,,,,,,Normal,Normal,Normal,Normal,,,#N/A,#N/A,#N/A,#N/A,2,2,2,2,4,4,#N/A,#N/A,#N/A,2.0,#DIV/0!,4,,,,
10/25/2022,10/25/2022,Very low,299,Low,Very low,Very low,281,Very low,Very low,Normal,Higher,Higher,Higher,Higher,12%,13%,1,1,1,1,2,2,2,2,4,4,1.0,1.0,2,2.0,0.1,4,,,,
10/25/2022,10/26/2022,Very low,299,Low,Very low,Very low,331,Very low,Very low,Higher,Normal,Lower,Lower,Higher,14%,16%,1,1,1,1,2,2,3,2,5,4,1.0,1.0,3,2.0,0.1,4.5,,,,
10/25/2022,10/27/2022,Very low,299,Low,Very low,Very low,339,Low,Very low,Higher,Lower,Lower,Normal,Normal,12%,13%,1,1,1,1,2,2,3,2,5,4,1.0,1.0,3,2.0,0.1,4.5,,,,
10/25/2022,10/28/2022,Low,369,Low,Low,Low,255,Very low,Very low,Higher,Lower,Lower,Lower,Normal,14%,21%,2,2,2,1,2,2,3,2,5,4,2.0,1.5,3,2.0,0.2,4.5,,,,
10/25/2022,10/29/2022,Normal,409,Normal,Low,Very low,235,Very low,Very low,Higher,Higher,Lower,Lower,Lower,9%,11%,1,2,1,1,2,2,3,2,5,4,1.0,1.5,3,2.0,0.1,4.5,,,,
10/25/2022,10/30/2022,Very low,299,Low,Very low,Very low,209,Very low,Very low,Normal,Higher,Normal,Lower,Lower,2%,5%,1,1,1,1,2,2,2,2,4,4,1.0,1.0,2,2.0,0.0,4,,,,
10/25/2022,10/31/2022,Very low,299,Low,Very low,Very low,209,Very low,Very low,Normal,Lower,Lower,Lower,Normal,2%,5%,1,1,1,1,2,2,3,3,5,5,1.0,1.0,2,2.0,0.0,5,,,,
10/25/2022,11/01/2022,Very low,299,Low,Very low,Low,299,Very low,Low,Normal,Normal,Normal,Higher,Higher,7%,5%,2,1,2,2,2,2,3,2,5,4,2.0,1.5,2,2.0,0.1,4.5,,,,
10/25/2022,11/02/2022,Very low,299,Low,Very low,Very high,789,Elevated,High,Normal,Normal,Higher,Higher,Higher,2%,29%,6,1,6,5,2,2,2,2,4,4,6.0,3.0,2,2.0,0.2,4,,,,
10/25/2022,11/03/2022,Low,299,Low,Low,Very high,Sold out,Sold out,Very high,Normal,Normal,Higher,Higher,Higher,5%,39%,6,2,6,6,2,2,2,2,4,4,6.0,4.0,2,2.0,0.2,4,,,,
10/25/2022,11/04/2022,Low,409,Normal,Low,Very high,Sold out,Sold out,Very high,Normal,Normal,Higher,Higher,Higher,5%,45%,6,2,6,6,2,2,2,2,4,4,6.0,4.0,2,2.0,0.2,4,,,,
